note,developer,genre,release_date,review_critic,review_grade,seperate_reviews,title,user_score
23647,Pasta Games,Action,19-Apr-16,Meristation,70,63,Pang Adventures,5.4
23648,Pasta Games,Action,19-Apr-16,Vandal,67,63,Pang Adventures,5.4
23649,Sega,Role-Playing,18-Jun-19,PlayStation Universe,80,63,Citizens of Space,6
23650,Sega,Role-Playing,18-Jun-19,GameCrate,73,63,Citizens of Space,6
23651,Sega,Role-Playing,18-Jun-19,Hardcore Gamer,70,63,Citizens of Space,6
23652,Sega,Role-Playing,18-Jun-19,RPG Fan,65,63,Citizens of Space,6
23653,Sega,Role-Playing,18-Jun-19,COGconnected,65,63,Citizens of Space,6
23654,Merge Games,Action,25-Jul-17,GameSpew,90,63,Unbox: Newbie's Adventure,tbd
23655,Merge Games,Action,25-Jul-17,Video Chums,80,63,Unbox: Newbie's Adventure,tbd
23656,Merge Games,Action,25-Jul-17,TheSixthAxis,70,63,Unbox: Newbie's Adventure,tbd
23657,Merge Games,Action,25-Jul-17,App Trigger,65,63,Unbox: Newbie's Adventure,tbd
23658,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Gaming Age,83,63,Fat Princess Adventures,7.3
23659,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Worth Playing,80,63,Fat Princess Adventures,7.3
23660,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,XGN,80,63,Fat Princess Adventures,7.3
23661,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,NZGamer,80,63,Fat Princess Adventures,7.3
23662,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Hardcore Gamer,80,63,Fat Princess Adventures,7.3
23663,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Hobby Consolas,76,63,Fat Princess Adventures,7.3
23664,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Gamer.nl,75,63,Fat Princess Adventures,7.3
23665,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Critical Hit,75,63,Fat Princess Adventures,7.3
23666,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,IGN Spain,75,63,Fat Princess Adventures,7.3
23667,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Vandal,75,63,Fat Princess Adventures,7.3
23668,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Digitally Downloaded,70,63,Fat Princess Adventures,7.3
23669,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,PSX-Sense.nl,70,63,Fat Princess Adventures,7.3
23670,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Gameblog.fr,70,63,Fat Princess Adventures,7.3
23671,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Multiplayer.it,70,63,Fat Princess Adventures,7.3
23672,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,PlayStation Universe,70,63,Fat Princess Adventures,7.3
23673,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Digital Chumps,70,63,Fat Princess Adventures,7.3
23674,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Push Square,70,63,Fat Princess Adventures,7.3
23675,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,God is a Geek,70,63,Fat Princess Adventures,7.3
23676,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,3DJuegos,70,63,Fat Princess Adventures,7.3
23677,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Destructoid,70,63,Fat Princess Adventures,7.3
23678,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Gamers' Temple,60,63,Fat Princess Adventures,7.3
23679,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,PlayStation LifeStyle,60,63,Fat Princess Adventures,7.3
23680,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Attack of the Fanboy,60,63,Fat Princess Adventures,7.3
23681,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Eurogamer Italy,60,63,Fat Princess Adventures,7.3
23682,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Metro GameCentral,60,63,Fat Princess Adventures,7.3
23683,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,PLAY! Zine,55,63,Fat Princess Adventures,7.3
23684,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,Everyeye.it,55,63,Fat Princess Adventures,7.3
23685,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,DarkStation,50,63,Fat Princess Adventures,7.3
23686,"SCE Santa Monica, Fun Bits",Action,5-Dec-15,GameOver.gr,50,63,Fat Princess Adventures,7.3
23687,Konami,Miscellaneous,18-Apr-19,Digital Chumps,75,63,Arcade Classics Anniversary Collection,3.9
23688,Konami,Miscellaneous,18-Apr-19,Video Chums,72,63,Arcade Classics Anniversary Collection,3.9
23689,Konami,Miscellaneous,18-Apr-19,IGN Italia,67,63,Arcade Classics Anniversary Collection,3.9
23690,Konami,Miscellaneous,18-Apr-19,XGN,65,63,Arcade Classics Anniversary Collection,3.9
23691,Konami,Miscellaneous,18-Apr-19,Wccftech,62,63,Arcade Classics Anniversary Collection,3.9
23692,Ubisoft Montpellier,Action,26-Mar-19,CGMagazine,85,63,Space Junkies,3.4
23693,Ubisoft Montpellier,Action,26-Mar-19,The Games Machine,71,63,Space Junkies,3.4
23694,Ubisoft Montpellier,Action,26-Mar-19,Eurogamer Italy,70,63,Space Junkies,3.4
23695,Ubisoft Montpellier,Action,26-Mar-19,Everyeye.it,70,63,Space Junkies,3.4
23696,Ubisoft Montpellier,Action,26-Mar-19,Multiplayer.it,70,63,Space Junkies,3.4
23697,Ubisoft Montpellier,Action,26-Mar-19,Push Square,70,63,Space Junkies,3.4
23698,Ubisoft Montpellier,Action,26-Mar-19,PSX-Sense.nl,65,63,Space Junkies,3.4
23699,Delve Interactive,Action,3-Nov-15,Hardcore Gamer,80,63,PONCHO,3.6
23700,Delve Interactive,Action,3-Nov-15,PlayStation Universe,80,63,PONCHO,3.6
23701,Delve Interactive,Action,3-Nov-15,GameCrate,78,63,PONCHO,3.6
23702,Delve Interactive,Action,3-Nov-15,Vandal,75,63,PONCHO,3.6
23703,Delve Interactive,Action,3-Nov-15,Digitally Downloaded,70,63,PONCHO,3.6
23704,Delve Interactive,Action,3-Nov-15,PSNStores,60,63,PONCHO,3.6
23705,Causal Bit Games,Action,20-Dec-18,PlayStation LifeStyle,80,63,Battle Princess Madelyn,4.8
23706,Causal Bit Games,Action,20-Dec-18,PlayStation Universe,80,63,Battle Princess Madelyn,4.8
23707,Causal Bit Games,Action,20-Dec-18,COGconnected,70,63,Battle Princess Madelyn,4.8
23708,Causal Bit Games,Action,20-Dec-18,Hardcore Gamer,70,63,Battle Princess Madelyn,4.8
23709,Warm Lamp Games,Strategy,16-Jan-18,Gaming Nexus,74,63,Beholder: Complete Edition,5.8
23710,Warm Lamp Games,Strategy,16-Jan-18,Push Square,70,63,Beholder: Complete Edition,5.8
23711,Warm Lamp Games,Strategy,16-Jan-18,Digitally Downloaded,70,63,Beholder: Complete Edition,5.8
23712,"From Software, General Arcade",Simulation,6-Aug-19,IGN Italia,80,63,Metal Wolf Chaos XD,6
23713,"From Software, General Arcade",Simulation,6-Aug-19,Digital Chumps,80,63,Metal Wolf Chaos XD,6
23714,"From Software, General Arcade",Simulation,6-Aug-19,Digitally Downloaded,80,63,Metal Wolf Chaos XD,6
23715,"From Software, General Arcade",Simulation,6-Aug-19,Forbes,80,63,Metal Wolf Chaos XD,6
23716,"From Software, General Arcade",Simulation,6-Aug-19,The Games Machine,77,63,Metal Wolf Chaos XD,6
23717,"From Software, General Arcade",Simulation,6-Aug-19,Video Chums,75,63,Metal Wolf Chaos XD,6
23718,"From Software, General Arcade",Simulation,6-Aug-19,Destructoid,75,63,Metal Wolf Chaos XD,6
23719,"From Software, General Arcade",Simulation,6-Aug-19,Vandal,73,63,Metal Wolf Chaos XD,6
23720,"From Software, General Arcade",Simulation,6-Aug-19,Wccftech,71,63,Metal Wolf Chaos XD,6
23721,"From Software, General Arcade",Simulation,6-Aug-19,PlayStation LifeStyle,70,63,Metal Wolf Chaos XD,6
23722,"From Software, General Arcade",Simulation,6-Aug-19,GameGrin,70,63,Metal Wolf Chaos XD,6
23723,"From Software, General Arcade",Simulation,6-Aug-19,GameCritics,70,63,Metal Wolf Chaos XD,6
23724,"From Software, General Arcade",Simulation,6-Aug-19,TheSixthAxis,70,63,Metal Wolf Chaos XD,6
23725,"From Software, General Arcade",Simulation,6-Aug-19,Slant Magazine,70,63,Metal Wolf Chaos XD,6
23726,"From Software, General Arcade",Simulation,6-Aug-19,Gamer.nl,70,63,Metal Wolf Chaos XD,6
23727,"From Software, General Arcade",Simulation,6-Aug-19,Meristation,65,63,Metal Wolf Chaos XD,6
23728,"From Software, General Arcade",Simulation,6-Aug-19,COGconnected,65,63,Metal Wolf Chaos XD,6
23729,"From Software, General Arcade",Simulation,6-Aug-19,PlayStation Universe,65,63,Metal Wolf Chaos XD,6
23730,"From Software, General Arcade",Simulation,6-Aug-19,DualShockers,65,63,Metal Wolf Chaos XD,6
23731,"From Software, General Arcade",Simulation,6-Aug-19,PSX-Sense.nl,65,63,Metal Wolf Chaos XD,6
23732,"From Software, General Arcade",Simulation,6-Aug-19,Everyeye.it,60,63,Metal Wolf Chaos XD,6
23733,"From Software, General Arcade",Simulation,6-Aug-19,Push Square,60,63,Metal Wolf Chaos XD,6
23734,"From Software, General Arcade",Simulation,6-Aug-19,IGN,60,63,Metal Wolf Chaos XD,6
23735,"From Software, General Arcade",Simulation,6-Aug-19,Eurogamer Italy,55,63,Metal Wolf Chaos XD,6
23736,"From Software, General Arcade",Simulation,6-Aug-19,Game Revolution,50,63,Metal Wolf Chaos XD,6
23737,"From Software, General Arcade",Simulation,6-Aug-19,Screen Rant,50,63,Metal Wolf Chaos XD,6
23738,"From Software, General Arcade",Simulation,6-Aug-19,GameSpot,50,63,Metal Wolf Chaos XD,6
23739,Bungie,Sci-Fi,9-Dec-14,Cheat Code Central,96,63,Destiny: The Dark Below,3.1
23740,Bungie,Sci-Fi,9-Dec-14,Digital Chumps,86,63,Destiny: The Dark Below,3.1
23741,Bungie,Sci-Fi,9-Dec-14,Atomix,80,63,Destiny: The Dark Below,3.1
23742,Bungie,Sci-Fi,9-Dec-14,Twinfinite,80,63,Destiny: The Dark Below,3.1
23743,Bungie,Sci-Fi,9-Dec-14,LevelUp,80,63,Destiny: The Dark Below,3.1
23744,Bungie,Sci-Fi,9-Dec-14,PlayStation LifeStyle,79,63,Destiny: The Dark Below,3.1
23745,Bungie,Sci-Fi,9-Dec-14,Merlin'in Kazanı (Turkey),79,63,Destiny: The Dark Below,3.1
23746,Bungie,Sci-Fi,9-Dec-14,Hobby Consolas,77,63,Destiny: The Dark Below,3.1
23747,Bungie,Sci-Fi,9-Dec-14,Gaming Nexus,75,63,Destiny: The Dark Below,3.1
23748,Bungie,Sci-Fi,9-Dec-14,GamingTrend,73,63,Destiny: The Dark Below,3.1
23749,Bungie,Sci-Fi,9-Dec-14,Everyeye.it,73,63,Destiny: The Dark Below,3.1
23750,Bungie,Sci-Fi,9-Dec-14,GameFront,72,63,Destiny: The Dark Below,3.1
23751,Bungie,Sci-Fi,9-Dec-14,3DJuegos,71,63,Destiny: The Dark Below,3.1
23752,Bungie,Sci-Fi,9-Dec-14,Destructoid,70,63,Destiny: The Dark Below,3.1
23753,Bungie,Sci-Fi,9-Dec-14,GameOver.gr,70,63,Destiny: The Dark Below,3.1
23754,Bungie,Sci-Fi,9-Dec-14,Games.cz,70,63,Destiny: The Dark Below,3.1
23755,Bungie,Sci-Fi,9-Dec-14,GamesVillage.it,65,63,Destiny: The Dark Below,3.1
23756,Bungie,Sci-Fi,9-Dec-14,Digital Spy,65,63,Destiny: The Dark Below,3.1
23757,Bungie,Sci-Fi,9-Dec-14,Eurogamer Portugal,65,63,Destiny: The Dark Below,3.1
23758,Bungie,Sci-Fi,9-Dec-14,IGN,60,63,Destiny: The Dark Below,3.1
23759,Bungie,Sci-Fi,9-Dec-14,GameSpot,60,63,Destiny: The Dark Below,3.1
23760,Bungie,Sci-Fi,9-Dec-14,Impulsegamer,60,63,Destiny: The Dark Below,3.1
23761,Bungie,Sci-Fi,9-Dec-14,Eurogamer Italy,60,63,Destiny: The Dark Below,3.1
23762,Bungie,Sci-Fi,9-Dec-14,God is a Geek,60,63,Destiny: The Dark Below,3.1
23763,Bungie,Sci-Fi,9-Dec-14,Eurogamer,60,63,Destiny: The Dark Below,3.1
23764,Bungie,Sci-Fi,9-Dec-14,Digital Trends,60,63,Destiny: The Dark Below,3.1
23765,Bungie,Sci-Fi,9-Dec-14,Eurogamer Poland,60,63,Destiny: The Dark Below,3.1
23766,Bungie,Sci-Fi,9-Dec-14,Eurogamer Spain,60,63,Destiny: The Dark Below,3.1
23767,Bungie,Sci-Fi,9-Dec-14,DarkZero,60,63,Destiny: The Dark Below,3.1
23768,Bungie,Sci-Fi,9-Dec-14,We Got This Covered,60,63,Destiny: The Dark Below,3.1
23769,Bungie,Sci-Fi,9-Dec-14,Push Square,50,63,Destiny: The Dark Below,3.1
23770,Omega Force,Action,24-Feb-15,Digitally Downloaded,90,63,Dynasty Warriors 8 Empires,6.8
23771,Omega Force,Action,24-Feb-15,Eurogamer Italy,80,63,Dynasty Warriors 8 Empires,6.8
23772,Omega Force,Action,24-Feb-15,Digital Chumps,80,63,Dynasty Warriors 8 Empires,6.8
23773,Omega Force,Action,24-Feb-15,IGN Italia,78,63,Dynasty Warriors 8 Empires,6.8
23774,Omega Force,Action,24-Feb-15,LaPS4,76,63,Dynasty Warriors 8 Empires,6.8
23775,Omega Force,Action,24-Feb-15,Multiplayer.it,74,63,Dynasty Warriors 8 Empires,6.8
23776,Omega Force,Action,24-Feb-15,NZGamer,72,63,Dynasty Warriors 8 Empires,6.8
23777,Omega Force,Action,24-Feb-15,games(TM),70,63,Dynasty Warriors 8 Empires,6.8
23778,Omega Force,Action,24-Feb-15,Atomix,70,63,Dynasty Warriors 8 Empires,6.8
23779,Omega Force,Action,24-Feb-15,PlayStation Universe,70,63,Dynasty Warriors 8 Empires,6.8
23780,Omega Force,Action,24-Feb-15,3DJuegos,70,63,Dynasty Warriors 8 Empires,6.8
23781,Omega Force,Action,24-Feb-15,Vandal,70,63,Dynasty Warriors 8 Empires,6.8
23782,Omega Force,Action,24-Feb-15,Game Revolution,70,63,Dynasty Warriors 8 Empires,6.8
23783,Omega Force,Action,24-Feb-15,God is a Geek,70,63,Dynasty Warriors 8 Empires,6.8
23784,Omega Force,Action,24-Feb-15,Push Square,70,63,Dynasty Warriors 8 Empires,6.8
23785,Omega Force,Action,24-Feb-15,IGN Spain,70,63,Dynasty Warriors 8 Empires,6.8
23786,Omega Force,Action,24-Feb-15,Hobby Consolas,68,63,Dynasty Warriors 8 Empires,6.8
23787,Omega Force,Action,24-Feb-15,CGMagazine,68,63,Dynasty Warriors 8 Empires,6.8
23788,Omega Force,Action,24-Feb-15,PlayStation LifeStyle,65,63,Dynasty Warriors 8 Empires,6.8
23789,Omega Force,Action,24-Feb-15,Everyeye.it,65,63,Dynasty Warriors 8 Empires,6.8
23790,Omega Force,Action,24-Feb-15,DarkZero,65,63,Dynasty Warriors 8 Empires,6.8
23791,Omega Force,Action,24-Feb-15,Hardcore Gamer,60,63,Dynasty Warriors 8 Empires,6.8
23792,Omega Force,Action,24-Feb-15,TheSixthAxis,60,63,Dynasty Warriors 8 Empires,6.8
23793,Omega Force,Action,24-Feb-15,GameOver.gr,60,63,Dynasty Warriors 8 Empires,6.8
23794,Omega Force,Action,24-Feb-15,GamesVillage.it,60,63,Dynasty Warriors 8 Empires,6.8
23795,Psytec Games Ltd,Adventure,25-Oct-16,Hardcore Gamer,90,63,Windlands,7
23796,Psytec Games Ltd,Adventure,25-Oct-16,4Players.de,77,63,Windlands,7
23797,Psytec Games Ltd,Adventure,25-Oct-16,Digital Chumps,76,63,Windlands,7
23798,Psytec Games Ltd,Adventure,25-Oct-16,Everyeye.it,70,63,Windlands,7
23799,Psytec Games Ltd,Adventure,25-Oct-16,PSX-Sense.nl,70,63,Windlands,7
23800,Psytec Games Ltd,Adventure,25-Oct-16,PlayStation Country,70,63,Windlands,7
23801,Psytec Games Ltd,Adventure,25-Oct-16,Push Square,70,63,Windlands,7
23802,Psytec Games Ltd,Adventure,25-Oct-16,TheSixthAxis,70,63,Windlands,7
23803,Psytec Games Ltd,Adventure,25-Oct-16,COGconnected,64,63,Windlands,7
23804,Psytec Games Ltd,Adventure,25-Oct-16,CGMagazine,60,63,Windlands,7
23805,Blindflug Studios,Action,24-Jul-18,PSX Extreme,85,63,Airheart: Tales of Broken Wings,5.7
23806,Blindflug Studios,Action,24-Jul-18,PlayStation LifeStyle,80,63,Airheart: Tales of Broken Wings,5.7
23807,Blindflug Studios,Action,24-Jul-18,GameSpace,75,63,Airheart: Tales of Broken Wings,5.7
23808,Blindflug Studios,Action,24-Jul-18,Video Chums,72,63,Airheart: Tales of Broken Wings,5.7
23809,Blindflug Studios,Action,24-Jul-18,Jeuxvideo.com,71,63,Airheart: Tales of Broken Wings,5.7
23810,Blindflug Studios,Action,24-Jul-18,GameGrin,70,63,Airheart: Tales of Broken Wings,5.7
23811,Blindflug Studios,Action,24-Jul-18,PlayStation Country,65,63,Airheart: Tales of Broken Wings,5.7
23812,Blindflug Studios,Action,24-Jul-18,TheSixthAxis,60,63,Airheart: Tales of Broken Wings,5.7
23813,Blindflug Studios,Action,24-Jul-18,DarkStation,60,63,Airheart: Tales of Broken Wings,5.7
23814,Blindflug Studios,Action,24-Jul-18,God is a Geek,60,63,Airheart: Tales of Broken Wings,5.7
23815,Blindflug Studios,Action,24-Jul-18,Push Square,60,63,Airheart: Tales of Broken Wings,5.7
23816,"Ubisoft, Climax Studios",General,13-Jan-16,Digitally Downloaded,90,63,Assassin's Creed Chronicles: India,4
23817,"Ubisoft, Climax Studios",General,13-Jan-16,GRYOnline.pl,80,63,Assassin's Creed Chronicles: India,4
23818,"Ubisoft, Climax Studios",General,13-Jan-16,Multiplayer.it,80,63,Assassin's Creed Chronicles: India,4
23819,"Ubisoft, Climax Studios",General,13-Jan-16,GamePro Germany,79,63,Assassin's Creed Chronicles: India,4
23820,"Ubisoft, Climax Studios",General,13-Jan-16,Gaming Age,75,63,Assassin's Creed Chronicles: India,4
23821,"Ubisoft, Climax Studios",General,13-Jan-16,XGN,75,63,Assassin's Creed Chronicles: India,4
23822,"Ubisoft, Climax Studios",General,13-Jan-16,Everyeye.it,73,63,Assassin's Creed Chronicles: India,4
23823,"Ubisoft, Climax Studios",General,13-Jan-16,Hobby Consolas,71,63,Assassin's Creed Chronicles: India,4
23824,"Ubisoft, Climax Studios",General,13-Jan-16,PSX-Sense.nl,70,63,Assassin's Creed Chronicles: India,4
23825,"Ubisoft, Climax Studios",General,13-Jan-16,Game Rant,70,63,Assassin's Creed Chronicles: India,4
23826,"Ubisoft, Climax Studios",General,13-Jan-16,Atomix,70,63,Assassin's Creed Chronicles: India,4
23827,"Ubisoft, Climax Studios",General,13-Jan-16,Shacknews,70,63,Assassin's Creed Chronicles: India,4
23828,"Ubisoft, Climax Studios",General,13-Jan-16,Vandal,70,63,Assassin's Creed Chronicles: India,4
23829,"Ubisoft, Climax Studios",General,13-Jan-16,3DJuegos,70,63,Assassin's Creed Chronicles: India,4
23830,"Ubisoft, Climax Studios",General,13-Jan-16,Eurogamer Italy,70,63,Assassin's Creed Chronicles: India,4
23831,"Ubisoft, Climax Studios",General,13-Jan-16,LaPS4,70,63,Assassin's Creed Chronicles: India,4
23832,"Ubisoft, Climax Studios",General,13-Jan-16,IGN Spain,70,63,Assassin's Creed Chronicles: India,4
23833,"Ubisoft, Climax Studios",General,13-Jan-16,ActionTrip,69,63,Assassin's Creed Chronicles: India,4
23834,"Ubisoft, Climax Studios",General,13-Jan-16,NZGamer,65,63,Assassin's Creed Chronicles: India,4
23835,"Ubisoft, Climax Studios",General,13-Jan-16,PSX Extreme,65,63,Assassin's Creed Chronicles: India,4
23836,"Ubisoft, Climax Studios",General,13-Jan-16,DarkStation,63,63,Assassin's Creed Chronicles: India,4
23837,"Ubisoft, Climax Studios",General,13-Jan-16,Gameblog.fr,62,63,Assassin's Creed Chronicles: India,4
23838,"Ubisoft, Climax Studios",General,13-Jan-16,InsideGamer.nl,60,63,Assassin's Creed Chronicles: India,4
23839,"Ubisoft, Climax Studios",General,13-Jan-16,CGMagazine,60,63,Assassin's Creed Chronicles: India,4
23840,"Ubisoft, Climax Studios",General,13-Jan-16,GameCrate,60,63,Assassin's Creed Chronicles: India,4
23841,"Ubisoft, Climax Studios",General,13-Jan-16,Digital Spy,60,63,Assassin's Creed Chronicles: India,4
23842,"Ubisoft, Climax Studios",General,13-Jan-16,PlayStation LifeStyle,60,63,Assassin's Creed Chronicles: India,4
23843,"Ubisoft, Climax Studios",General,13-Jan-16,Metro GameCentral,60,63,Assassin's Creed Chronicles: India,4
23844,"Ubisoft, Climax Studios",General,13-Jan-16,Brash Games,60,63,Assassin's Creed Chronicles: India,4
23845,"Ubisoft, Climax Studios",General,13-Jan-16,TheSixthAxis,60,63,Assassin's Creed Chronicles: India,4
23846,"Ubisoft, Climax Studios",General,13-Jan-16,JeuxActu,60,63,Assassin's Creed Chronicles: India,4
23847,"10tons Entertainment, 10tons",Action,31-May-16,PSNStores,90,63,Neon Chrome,6.5
23848,"10tons Entertainment, 10tons",Action,31-May-16,COGconnected,81,63,Neon Chrome,6.5
23849,"10tons Entertainment, 10tons",Action,31-May-16,Vandal,75,63,Neon Chrome,6.5
23850,"10tons Entertainment, 10tons",Action,31-May-16,PlayStation Universe,75,63,Neon Chrome,6.5
23851,"10tons Entertainment, 10tons",Action,31-May-16,GameOver.gr,70,63,Neon Chrome,6.5
23852,"10tons Entertainment, 10tons",Action,31-May-16,GameSpew,70,63,Neon Chrome,6.5
23853,"10tons Entertainment, 10tons",Action,31-May-16,DarkStation,60,63,Neon Chrome,6.5
23854,"10tons Entertainment, 10tons",Action,31-May-16,Digitally Downloaded,60,63,Neon Chrome,6.5
23855,"10tons Entertainment, 10tons",Action,31-May-16,Gaming Age,50,63,Neon Chrome,6.5
23856,Weappy Studio,Simulation,22-Mar-17,Digitally Downloaded,90,63,This Is the Police,6.3
23857,Weappy Studio,Simulation,22-Mar-17,COGconnected,70,63,This Is the Police,6.3
23858,Weappy Studio,Simulation,22-Mar-17,Push Square,70,63,This Is the Police,6.3
23859,Weappy Studio,Simulation,22-Mar-17,Digital Chumps,65,63,This Is the Police,6.3
23860,Weappy Studio,Simulation,22-Mar-17,PlayStation Universe,65,63,This Is the Police,6.3
23861,Weappy Studio,Simulation,22-Mar-17,PlayStation LifeStyle,65,63,This Is the Police,6.3
23862,Weappy Studio,Simulation,22-Mar-17,CGMagazine,60,63,This Is the Police,6.3
23863,Nippon Ichi Software,Role-Playing,1-Mar-16,GameSpew,80,63,The Witch and the Hundred Knight: Revival Edition,6.7
23864,Nippon Ichi Software,Role-Playing,1-Mar-16,GamingTrend,80,63,The Witch and the Hundred Knight: Revival Edition,6.7
23865,Nippon Ichi Software,Role-Playing,1-Mar-16,Digitally Downloaded,80,63,The Witch and the Hundred Knight: Revival Edition,6.7
23866,Nippon Ichi Software,Role-Playing,1-Mar-16,4Players.de,76,63,The Witch and the Hundred Knight: Revival Edition,6.7
23867,Nippon Ichi Software,Role-Playing,1-Mar-16,Brash Games,70,63,The Witch and the Hundred Knight: Revival Edition,6.7
23868,Nippon Ichi Software,Role-Playing,1-Mar-16,Hardcore Gamer,70,63,The Witch and the Hundred Knight: Revival Edition,6.7
23869,Nippon Ichi Software,Role-Playing,1-Mar-16,ZTGD,70,63,The Witch and the Hundred Knight: Revival Edition,6.7
23870,Nippon Ichi Software,Role-Playing,1-Mar-16,Vandal,70,63,The Witch and the Hundred Knight: Revival Edition,6.7
23871,Nippon Ichi Software,Role-Playing,1-Mar-16,Impulsegamer,66,63,The Witch and the Hundred Knight: Revival Edition,6.7
23872,Nippon Ichi Software,Role-Playing,1-Mar-16,Everyeye.it,65,63,The Witch and the Hundred Knight: Revival Edition,6.7
23873,Nippon Ichi Software,Role-Playing,1-Mar-16,Worth Playing,60,63,The Witch and the Hundred Knight: Revival Edition,6.7
23874,Nippon Ichi Software,Role-Playing,1-Mar-16,High-Def Digest,60,63,The Witch and the Hundred Knight: Revival Edition,6.7
23875,Nippon Ichi Software,Role-Playing,1-Mar-16,The Games Machine,60,63,The Witch and the Hundred Knight: Revival Edition,6.7
23876,Nippon Ichi Software,Role-Playing,1-Mar-16,Push Square,60,63,The Witch and the Hundred Knight: Revival Edition,6.7
23877,Nippon Ichi Software,Role-Playing,1-Mar-16,IGN Spain,55,63,The Witch and the Hundred Knight: Revival Edition,6.7
23878,Nippon Ichi Software,Role-Playing,1-Mar-16,PlayStation LifeStyle,55,63,The Witch and the Hundred Knight: Revival Edition,6.7
23879,SideQuest Studios,Role-Playing,26-Jun-18,4Players.de,83,64,Rainbow Skies,5.5
